Groups	AN	Species
metazoans_mit	OX454531.1	Portevinia maculata
metazoans_mit	OX456496.1	Platypus cylindrus
metazoans_mit	OX456529.1	Eustalomyia histrio
metazoans_mit	OX457035.1	Protula sp.
metazoans_mit	OX457084.1	Conops quadrifasciatus
metazoans_mit	OX457092.1	Empis stercorea
metazoans_mit	OX457154.1	Dendrolimus pini
metazoans_mit	OX458325.1	Dascillus cervinus
metazoans_mit	OX458995.1	Hoplodrina ambigua
metazoans_mit	OX459027.1	Diarsia brunnea
metazoans_mit	OX459033.1	Tricholauxania praeusta
metazoans_mit	OX459071.1	Orthosia gothica
metazoans_mit	OX459117.1	Brachyopa scutellaris
metazoans_mit	OX459221.1	Diarsia dahlii
metazoans_mit	OX460930.1	Salpingus planirostris
metazoans_mit	OX461813.1	Dicyrtomina minuta
metazoans_mit	OX463325.1	Scrobipalpa costella
metazoans_mit	OX463760.1	Rhingia rostrata
metazoans_mit	OX463777.1	Gasteruption jaculator
metazoans_mit	OX463789.1	Siphlonurus alternatus
metazoans_mit	OX463837.1	Argyresthia goedartella
metazoans_mit	OX463869.1	Odontocerum albicorne
metazoans_mit	OX465055.1	Aplysina aerophoba
metazoans_mit	OX465093.1	Chymomyza fuscimana
metazoans_mit	OX465100.1	Chalcis sispes
metazoans_mit	OX465123.1	Luidia sarsii
metazoans_mit	OX465203.1	Polymixis flavicincta
metazoans_mit	OX465273.1	Aproaerema taeniolella
metazoans_mit	OX465280.1	Tachina grossa
metazoans_mit	OX465287.1	Thereva unica
metazoans_mit	OX465294.1	Merzomyia westermanni
metazoans_mit	OX465301.1	Leucophora obtusa
metazoans_mit	OX465325.1	Pipistrellus pygmaeus
metazoans_mit	OX465382.1	Mesopsocus fuscifrons
metazoans_mit	OX465414.1	Lycophotia porphyrea
metazoans_mit	OX465508.1	Eurois occulta
metazoans_mit	OX465514.1	Planococcus citri
metazoans_mit	OX465546.1	Udea ferrugalis
metazoans_mit	OX465578.1	Xestia ashworthii
metazoans_mit	OX465594.1	Alentia gelatinosa
metazoans_mit	OX467122.1	Biston stratarius
metazoans_mit	OX467291.1	Malthinus flaveolus
metazoans_mit	OX467329.1	Agriphila straminella
metazoans_mit	OX467720.1	Agelastica alni
metazoans_mit	OX493271.1	Bellardia bayeri
metazoans_mit	OX493356.1	Anania fuscalis
metazoans_mit	OX493417.1	Lacanobia oleracea
metazoans_mit	OX494461.1	Plusia festucae
metazoans_mit	OX577876.1	Idaea straminata
metazoans_mit	OX578064.1	Andrena trimmerana
metazoans_mit	OX578156.1	Amaurobius ferox
metazoans_mit	OX578245.1	Tetheella fluctuosa
metazoans_mit	OX578275.1	Baccha elongata
metazoans_mit	OX578287.1	Gerris lacustris
metazoans_mit	OX579675.1	Carpatolechia fugitivella
metazoans_mit	OX579683.1	Cheilosia variabilis
metazoans_mit	OX589617.1	Polia nebulosa
metazoans_mit	OX592721.1	Ochropacha duplaris
metazoans_mit	OX595864.1	Epirrita christyi
metazoans_mit	OX596009.1	Drosophila phalerata
metazoans_mit	OX596016.1	Heteromyza rotundicornis
metazoans_mit	OX596027.1	Villa cingulata
metazoans_mit	OX596033.1	Epistrophe eligans
metazoans_mit	OX596072.1	Venusia cambrica
metazoans_mit	OX596166.1	Epirrhoe tristata
metazoans_mit	OX596198.1	Cyclophora punctaria
metazoans_mit	OX596273.1	Polyploca ridens
metazoans_mit	OX596293.1	Harpalus rufipes
metazoans_mit	OX596333.1	Tetrao urogallus
metazoans_mit	OX596379.1	Colostygia pectinataria
metazoans_mit	OX596384.1	Tipula unca
metazoans_mit	OX602140.1	Falcaria lacertinaria
metazoans_mit	OX608057.1	Machimus rusticus
metazoans_mit	OX608084.1	Sphenella marginata
metazoans_mit	OX621220.1	Petrophora chlorosata
metazoans_mit	OX621305.1	Eptesicus nilssonii
metazoans_mit	OX632369.1	Ophion costatus
metazoans_mit	OX637286.1	Leptophobia aripa
metazoans_mit	OX637331.1	Hyppa rectilinea
metazoans_mit	OX637365.1	Agapetus fuscipes
metazoans_mit	OX637499.1	Eucosma cana
metazoans_mit	OX637531.1	Apamea anceps
metazoans_mit	OX637539.1	Linnaemya tessellans
metazoans_mit	OX637571.1	Oligia strigilis
metazoans_mit	OX637671.1	Euspilapteryx auroguttella
metazoans_mit	OX637707.1	Adalia decempunctata
metazoans_mit	OX637845.1	Nomada panzeri
metazoans_mit	OX637862.1	Nomada ruficornis
metazoans_mit	OX637869.1	Netelia virgata
metazoans_mit	OX637915.1	Nomada flava
metazoans_mit	OX637932.1	Nomada hirtipes
metazoans_mit	OX638110.1	Horisme vitalbata
metazoans_mit	OX638129.1	Anthophora plumipes
metazoans_mit	OX638148.1	Othius punctulatus
metazoans_mit	OX638168.1	Podarcis cretensis
metazoans_mit	OX638211.1	Schizotus pectinicornis
metazoans_mit	OX638240.1	Thymelicus acteon
metazoans_mit	OX638309.1	Taphrorychus bicolor
metazoans_mit	OX638315.1	Beris morrisii
metazoans_mit	OX638367.1	Hermaeophaga mercurialis
metazoans_mit	OX638374.1	Calliopum simillimum
metazoans_mit	OX638387.1	Criorhina ranunculi
metazoans_mit	OX638418.1	Limnephilus auricula
metazoans_mit	OX639999.1	Anomoia purmunda
metazoans_mit	OX645066.1	Eumerus sabulonum
metazoans_mit	OX731553.1	Andrena carantonica
metazoans_mit	OX731682.1	Icerya purchasi
metazoans_mit	OX940883.1	Stratiomys singularior
metazoans_mit	OX940916.1	Cabera pusaria
metazoans_mit	OX940948.1	Agrotis clavis
metazoans_mit	OX940991.1	Leptopterna dolabrata
metazoans_mit	OY015317.1	Cheilosia scutellata
metazoans_mit	OY037020.1	Pilophorus perplexus
metazoans_mit	OY039096.1	Elophila nymphaeata
metazoans_mit	OY041595.1	Boloria euphrosyne
metazoans_mit	OY041630.1	Eupithecia tripunctaria
metazoans_mit	OY101446.1	Gymnocheta viridis
metazoans_mit	OY101453.1	Panzeria rudis
metazoans_mit	OY253757.1	Oxytorus armatus
metazoans_mit	OY279576.1	Cepaea nemoralis
metazoans_mit	OY282418.1	Coleophora deauratella
metazoans_mit	OY282429.1	Drosophila funebris
metazoans_mit	OY282454.1	Palloptera scutellata
metazoans_mit	OY282493.1	Leucania comma
metazoans_mit	OY282518.1	Hydrotaea cyrtoneurina
metazoans_mit	OY282562.1	Tipula vernalis
metazoans_mit	OY282583.1	Drosophila histrio
metazoans_mit	OY282604.1	Chrysolina haemoptera
metazoans_mit	OY282611.1	Atherix ibis
metazoans_mit	OY282647.1	Tetanocera ferruginea
metazoans_mit	OY284419.1	Merodon equestris
metazoans_mit	OY284474.1	Dilophus febrilis
metazoans_mit	OY284498.1	Ctenicera cuprea
metazoans_mit	OY288231.1	Ochropleura leucogaster
metazoans_mit	OY292281.1	Sisyra terminalis
metazoans_mit	OY292320.1	Sisyra nigra
metazoans_mit	OY292352.1	Heliothis peltigera
metazoans_mit	OY292384.1	Timandra comae
metazoans_mit	OY292407.1	Idaea biselata
metazoans_mit	OY292418.1	Zele albiditarsus
metazoans_mit	OY292449.1	Perizoma flavofasciatum
metazoans_mit	OY292480.1	Camptogramma bilineatum
metazoans_mit	OY292544.1	Subacronicta megacephala
metazoans_mit	OY293315.1	Orchestes rusci
metazoans_mit	OY293422.1	Chrysolina americana
metazoans_mit	OY294027.1	Exephanes ischioxanthus
metazoans_mit	OY294035.1	Cantharis nigra
metazoans_mit	OY294043.1	Rhagonycha lutea
metazoans_mit	OY294055.1	Brachypterus glaber
metazoans_mit	OY294066.1	Myrrha octodecimguttata
metazoans_mit	OY294073.1	Endomychus coccineus
metazoans_mit	OY365758.1	Mechanitis mazaeus
metazoans_mit	OY365775.1	Mechanitis messenoides
metazoans_mit	OY365790.1	Napeogenes sylphis
metazoans_mit	OY365805.1	Napeogenes inachia
metazoans_mit	OY365823.1	Bimastos eiseni
metazoans_mit	OY390719.1	Balanococcus diminutus
metazoans_mit	OY390730.1	Heteropelma amictum
metazoans_mit	OY390743.1	Geotrupes spiniger
metazoans_mit	OY482669.1	Andrena bicolor
metazoans_mit	OY540823.1	Sialis fuliginosa
metazoans_mit	OY540855.1	Mythimna pallens
metazoans_mit	OY560209.1	Perizoma affinitatum
metazoans_mit	X84350.2	Penaeus notialis partial genome
green_algae_mit	NW_014013625.1	Monoraphidium neglectum
green_algae_plt	AP025008.1	Coccomyxa sp.
green_algae_plt	MN701985.1	Chaetophoropsis cf. attenuata contig 1
green_algae_plt	NC_037007.1	Haematococcus lacustris
green_algae_plt	NC_037007.1	Haematococcus lacustris
plants_mit	AB073400.1	Brassica napus mitochondrial linear plasmid DNA
plants_mit	AF522195.2	Cucumis sativus minicircle pC3
plants_mit	BK059202.1	Cuscuta australis contig6
plants_mit	BK059204.1	Cuscuta australis contig8
plants_mit	JF750428.1	Silene vulgaris chromosome 4
plants_mit	JF750431.1	Silene noctiflora chromosome 14
plants_mit	JF750432.1	Silene noctiflora chromosome 35
plants_mit	JF750434.1	Silene noctiflora chromosome 17
plants_mit	JF750436.1	Silene noctiflora chromosome 3
plants_mit	JF750438.1	Silene noctiflora chromosome 41
plants_mit	JF750440.1	Silene noctiflora chromosome 22
plants_mit	JF750441.1	Silene noctiflora chromosome 46
plants_mit	JF750442.1	Silene noctiflora chromosome 30
plants_mit	JF750445.1	Silene noctiflora chromosome 18
plants_mit	JF750448.1	Silene noctiflora chromosome 24
plants_mit	JF750449.1	Silene noctiflora chromosome 31
plants_mit	JF750450.1	Silene noctiflora chromosome 29
plants_mit	JF750451.1	Silene noctiflora chromosome 13
plants_mit	JF750458.1	Silene noctiflora chromosome 37
plants_mit	JF750468.1	Silene noctiflora chromosome 58
plants_mit	JF750471.1	Silene noctiflora chromosome 26
plants_mit	JF750472.1	Silene noctiflora chromosome 15
plants_mit	JF750476.1	Silene noctiflora chromosome 51
plants_mit	JF750477.1	Silene noctiflora chromosome 21
plants_mit	JF750478.1	Silene noctiflora chromosome 8
plants_mit	JF750480.1	Silene noctiflora chromosome 45
plants_mit	JF750485.1	Silene noctiflora chromosome 4
plants_mit	JF750487.1	Silene noctiflora chromosome 48
plants_mit	JF750488.1	Silene noctiflora chromosome 54
plants_mit	JF750490.1	Silene conica chromosome 87
plants_mit	JF750491.1	Silene conica chromosome 93
plants_mit	JF750492.1	Silene conica chromosome 110
plants_mit	JF750493.1	Silene conica chromosome 37
plants_mit	JF750494.1	Silene conica chromosome 31
plants_mit	JF750496.1	Silene conica chromosome 107
plants_mit	JF750497.1	Silene conica chromosome 5
plants_mit	JF750498.1	Silene conica chromosome 111
plants_mit	JF750499.1	Silene conica chromosome 102
plants_mit	JF750500.1	Silene conica clone 3
plants_mit	JF750502.1	Silene conica chromosome 106
plants_mit	JF750504.1	Silene conica chromosome 27
plants_mit	JF750507.1	Silene conica chromosome 64
plants_mit	JF750508.1	Silene conica chromosome 6
plants_mit	JF750509.1	Silene conica chromosome 115
plants_mit	JF750517.1	Silene conica chromosome 13
plants_mit	JF750518.1	Silene conica chromosome 18
plants_mit	JF750519.1	Silene conica chromosome 20
plants_mit	JF750521.1	Silene conica chromosome 55
plants_mit	JF750522.1	Silene conica chromosome 44
plants_mit	JF750525.1	Silene conica chromosome 70
plants_mit	JF750526.1	Silene conica chromosome 24
plants_mit	JF750527.1	Silene conica chromosome 30
plants_mit	JF750530.1	Silene conica chromosome 48
plants_mit	JF750532.1	Silene conica chromosome 25
plants_mit	JF750533.1	Silene conica chromosome 38
plants_mit	JF750534.1	Silene conica chromosome 1
plants_mit	JF750535.1	Silene conica chromosome 34
plants_mit	JF750536.1	Silene conica chromosome 22
plants_mit	JF750537.1	Silene conica chromosome 112
plants_mit	JF750538.1	Silene conica chromosome 50
plants_mit	JF750540.1	Silene conica chromosome 66
plants_mit	JF750541.1	Silene conica chromosome 67
plants_mit	JF750542.1	Silene conica chromosome 54
plants_mit	JF750545.1	Silene conica chromosome 40
plants_mit	JF750548.1	Silene conica chromosome 42
plants_mit	JF750549.1	Silene conica chromosome 73
plants_mit	JF750550.1	Silene conica chromosome 77
plants_mit	JF750551.1	Silene conica chromosome 80
plants_mit	JF750552.1	Silene conica chromosome 82
plants_mit	JF750553.1	Silene conica chromosome 84
plants_mit	JF750554.1	Silene conica chromosome 86
plants_mit	JF750555.1	Silene conica chromosome 21
plants_mit	JF750556.1	Silene conica chromosome 78
plants_mit	JF750557.1	Silene conica chromosome 8
plants_mit	JF750558.1	Silene conica chromosome 15
plants_mit	JF750559.1	Silene conica chromosome 79
plants_mit	JF750560.1	Silene conica chromosome 95
plants_mit	JF750561.1	Silene conica chromosome 74
plants_mit	JF750562.1	Silene conica chromosome 83
plants_mit	JF750563.1	Silene conica chromosome 10
plants_mit	JF750565.1	Silene conica chromosome 98
plants_mit	JF750566.1	Silene conica chromosome 85
plants_mit	JF750567.1	Silene conica chromosome 88
plants_mit	JF750568.1	Silene conica chromosome 109
plants_mit	JF750569.1	Silene conica chromosome 65
plants_mit	JF750570.1	Silene conica chromosome 114
plants_mit	JF750571.1	Silene conica chromosome 103
plants_mit	JF750572.1	Silene conica chromosome 69
plants_mit	JF750573.1	Silene conica chromosome 125
plants_mit	JF750574.1	Silene conica chromosome 68
plants_mit	JF750575.1	Silene conica chromosome 104
plants_mit	JF750576.1	Silene conica chromosome 71
plants_mit	JF750577.1	Silene conica chromosome 124
plants_mit	JF750579.1	Silene conica chromosome 119
plants_mit	JF750580.1	Silene conica chromosome 113
plants_mit	JF750581.1	Silene conica chromosome 122
plants_mit	JF750583.1	Silene conica chromosome 43
plants_mit	JF750584.1	Silene conica chromosome 127
plants_mit	JF750585.1	Silene conica chromosome 62
plants_mit	JF750586.1	Silene conica chromosome 92
plants_mit	JF750588.1	Silene conica chromosome 33
plants_mit	JF750589.1	Silene conica chromosome 76
plants_mit	JF750592.1	Silene conica chromosome 117
plants_mit	JF750593.1	Silene conica chromosome 17
plants_mit	JF750594.1	Silene conica chromosome 120
plants_mit	JF750596.1	Silene conica chromosome 45
plants_mit	JF750598.1	Silene conica chromosome 90
plants_mit	JF750600.1	Silene conica chromosome 128
plants_mit	JF750601.1	Silene conica chromosome 89
plants_mit	JF750603.1	Silene conica chromosome 105
plants_mit	JF750604.1	Silene conica chromosome 100
plants_mit	JF750605.1	Silene conica chromosome 81
plants_mit	JF750607.1	Silene conica chromosome 126
plants_mit	JF750608.1	Silene conica chromosome 97
plants_mit	JF750609.1	Silene conica chromosome 118
plants_mit	JF750611.1	Silene conica chromosome 121
plants_mit	JF750613.1	Silene conica clone 2
plants_mit	JF750614.1	Silene conica chromosome 47
plants_mit	JF750615.1	Silene conica chromosome 116
plants_mit	JF750616.1	Silene conica clone 4
plants_mit	JF750617.1	Silene conica clone 12
plants_mit	JF750618.1	Silene conica clone 11
plants_mit	JF750619.1	Silene conica clone 10
plants_mit	JF750620.1	Silene conica clone 5
plants_mit	JF750621.1	Silene conica clone 6
plants_mit	JF750622.1	Silene conica clone 9
plants_mit	JF750623.1	Silene conica clone 8
plants_mit	JF750625.1	Silene conica clone 7
plants_mit	JF750627.1	Silene conica chromosome 58
plants_mit	JF750628.1	Silene conica chromosome 75
plants_mit	JF750629.1	Silene conica clone 1
plants_mit	KF754799.1	Amborella trichopoda chromosome V
plants_mit	KF754800.1	Amborella trichopoda chromosome IV
plants_mit	KM207679.1	Nicotiana tabacum/Hyoscyamus niger cybrid clone contig2
plants_mit	KM207680.1	Nicotiana tabacum/Hyoscyamus niger cybrid clone contig3
plants_mit	KM207684.1	Nicotiana tabacum/Hyoscyamus niger cybrid clone contig7
plants_mit	KU171394.1	Tetraplodon fuegianus
plants_mit	KU992324.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig3
plants_mit	KU992325.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig4
plants_mit	KU992326.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig5
plants_mit	KU992328.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig7
plants_mit	KU992332.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig11
plants_mit	KU992333.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig12
plants_mit	KU992334.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig13
plants_mit	KU992335.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig14
plants_mit	KU992336.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig15
plants_mit	KU992339.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig18
plants_mit	KU992342.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig21
plants_mit	KU992343.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig22
plants_mit	KU992345.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig24
plants_mit	KU992346.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig25
plants_mit	KU992347.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig26
plants_mit	KU992348.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig27
plants_mit	KU992349.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig28
plants_mit	KU992350.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig29
plants_mit	KU992353.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig32
plants_mit	KU992357.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig36
plants_mit	KU992361.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig40
plants_mit	KU992363.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig42
plants_mit	KU992364.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig43
plants_mit	KU992365.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig44
plants_mit	KU992366.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig45
plants_mit	KU992367.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig46
plants_mit	KU992368.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig47
plants_mit	KU992369.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig48
plants_mit	KU992370.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig49
plants_mit	KU992371.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig50
plants_mit	KU992373.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig52
plants_mit	KU992374.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig53
plants_mit	KU992376.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig55
plants_mit	KU992378.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig57
plants_mit	KU992380.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig59
plants_mit	KX270757.1	Cynomorium coccineum chromosome Ccoc947
plants_mit	KX270760.1	Cynomorium coccineum chromosome Ccoc1316
plants_mit	KX270764.1	Cynomorium coccineum chromosome Ccoc1477
plants_mit	KX270772.1	Cynomorium coccineum chromosome Ccoc3138
plants_mit	KX270774.1	Cynomorium coccineum chromosome Ccoc3818
plants_mit	KX270775.1	Cynomorium coccineum chromosome Ccoc3980
plants_mit	KX270780.1	Cynomorium coccineum chromosome Ccoc5828
plants_mit	KX270782.1	Cynomorium coccineum chromosome Ccoc5954
plants_mit	KX270784.1	Cynomorium coccineum chromosome Ccoc6021
plants_mit	KX270786.1	Cynomorium coccineum chromosome Ccoc6661
plants_mit	KX270789.1	Cynomorium coccineum chromosome Ccoc8525
plants_mit	KX270800.1	Cynomorium coccineum chromosome CcocA
plants_mit	KX792461.1	Lophophytum mirabile subsp. bolivianum chromosome LmContig60
plants_mit	KY563266.1	Bienertia sinuspersici
plants_mit	KY563267.1	Pyrus pyrifolia
plants_mit	MF070092.1	Gastrodia elata chromosome ge9
plants_mit	MF070094.1	Gastrodia elata chromosome ge11
plants_mit	MF070096.1	Gastrodia elata chromosome ge13
plants_mit	MF070097.1	Gastrodia elata chromosome ge14
plants_mit	MF070098.1	Gastrodia elata chromosome ge15
plants_mit	MF070099.1	Gastrodia elata chromosome ge16
plants_mit	MG947209.1	Cucumis melo var. momordica chromosome 3
plants_mit	MH121057.1	Bougainvillea buttiana
plants_mit	MH410148.1	Cynanchum auriculatum chromosome 3
plants_mit	MH591775.1	Hygrochilus parishii chromosome HYG_1
plants_mit	MH591776.1	Hygrochilus parishii chromosome HYG_10
plants_mit	MH591777.1	Hygrochilus parishii chromosome HYG_11
plants_mit	MH591778.1	Hygrochilus parishii chromosome HYG_12
plants_mit	MH591779.1	Hygrochilus parishii chromosome HYG_13
plants_mit	MH591780.1	Hygrochilus parishii chromosome HYG_14
plants_mit	MH591781.1	Hygrochilus parishii chromosome HYG_15
plants_mit	MH591782.1	Hygrochilus parishii chromosome HYG_16
plants_mit	MH591783.1	Hygrochilus parishii chromosome HYG_17
plants_mit	MH591784.1	Hygrochilus parishii chromosome HYG_18
plants_mit	MH591785.1	Hygrochilus parishii chromosome HYG_19
plants_mit	MH591786.1	Hygrochilus parishii chromosome HYG_2
plants_mit	MH591787.1	Hygrochilus parishii chromosome HYG_3
plants_mit	MH591788.1	Hygrochilus parishii chromosome HYG_4
plants_mit	MH591789.1	Hygrochilus parishii chromosome HYG_5
plants_mit	MH591790.1	Hygrochilus parishii chromosome HYG_6
plants_mit	MH591791.1	Hygrochilus parishii chromosome HYG_7
plants_mit	MH591792.1	Hygrochilus parishii chromosome HYG_8
plants_mit	MH591793.1	Hygrochilus parishii chromosome HYG_9
plants_mit	MH591797.1	Gastrodia angusta chromosome GS12
plants_mit	MH591804.1	Gastrodia angusta chromosome GS19
plants_mit	MH591807.1	Gastrodia angusta chromosome GS21
plants_mit	MH591808.1	Gastrodia angusta chromosome GS22
plants_mit	MH591809.1	Gastrodia angusta chromosome GS23
plants_mit	MH591811.1	Gastrodia angusta chromosome GS25
plants_mit	MH591812.1	Gastrodia angusta chromosome GS26
plants_mit	MH591813.1	Gastrodia angusta chromosome GS27
plants_mit	MH591814.1	Gastrodia angusta chromosome GS28
plants_mit	MH591816.1	Gastrodia angusta chromosome GS3
plants_mit	MH591817.1	Gastrodia angusta chromosome GS30
plants_mit	MH591818.1	Gastrodia angusta chromosome GS31
plants_mit	MH591820.1	Gastrodia angusta chromosome GS33
plants_mit	MH591821.1	Gastrodia angusta chromosome GS34
plants_mit	MH591822.1	Gastrodia angusta chromosome GS35
plants_mit	MH591823.1	Gastrodia angusta chromosome GS36
plants_mit	MH591829.1	Gastrodia angusta chromosome GS9
plants_mit	MH591832.1	Gastrodia kachinensis chromosome GN11
plants_mit	MH591834.1	Gastrodia kachinensis chromosome GN13
plants_mit	MH591837.1	Gastrodia kachinensis chromosome GN16
plants_mit	MH591840.1	Gastrodia kachinensis chromosome GN19
plants_mit	MH591842.1	Gastrodia kachinensis chromosome GN20
plants_mit	MH591843.1	Gastrodia kachinensis chromosome GN21
plants_mit	MH591847.1	Gastrodia kachinensis chromosome GN25
plants_mit	MH591848.1	Gastrodia kachinensis chromosome GN26
plants_mit	MH591849.1	Gastrodia kachinensis chromosome GN27
plants_mit	MH591850.1	Gastrodia kachinensis chromosome GN28
plants_mit	MH591859.1	Gastrodia dyeriana chromosome GD10
plants_mit	MH591862.1	Gastrodia dyeriana chromosome GD13
plants_mit	MH591864.1	Gastrodia dyeriana chromosome GD15
plants_mit	MH591865.1	Gastrodia dyeriana chromosome GD16
plants_mit	MH591866.1	Gastrodia dyeriana chromosome GD17
plants_mit	MH591870.1	Gastrodia dyeriana chromosome GD20
plants_mit	MH591885.1	Dendrobium amplum
plants_mit	MH717174.1	Leucaena trichandra putative autonomous mitochondrial DNA
plants_mit	MK087647.1	Anthoceros agrestis
plants_mit	MK202951.1	Marchantia polymorpha subsp. Ruderalis
plants_mit	MK358443.1	Populus alba x Populus glandulosa
plants_mit	MN388837.1	Gelsemium elegans
plants_mit	MN577460.1	Macrosolen cochinchinensis
plants_mit	MN642623.1	Picea abies contig
plants_mit	MN642624.1	Picea abies contig
plants_mit	MN642625.1	Picea abies contig
plants_mit	MN642626.1	Picea abies contig
plants_mit	MN908588.1	Pedicularis rex
plants_mit	MT076268.1	Ombrophytum subterraneum chromosome 2
plants_mit	MT076272.1	Ombrophytum subterraneum chromosome 6
plants_mit	MT076276.1	Ombrophytum subterraneum chromosome 10
plants_mit	MT076279.1	Ombrophytum subterraneum chromosome 13
plants_mit	MT076284.1	Ombrophytum subterraneum chromosome 18
plants_mit	MT076286.1	Ombrophytum subterraneum chromosome 20
plants_mit	MT076288.1	Ombrophytum subterraneum chromosome 22
plants_mit	MT076290.1	Ombrophytum subterraneum chromosome 24
plants_mit	MT076292.1	Ombrophytum subterraneum chromosome 26
plants_mit	MT076293.1	Ombrophytum subterraneum chromosome 27
plants_mit	MT076295.1	Ombrophytum subterraneum chromosome 29
plants_mit	MT076296.1	Ombrophytum subterraneum chromosome 30
plants_mit	MT076297.1	Ombrophytum subterraneum chromosome 31
plants_mit	MT076298.1	Ombrophytum subterraneum chromosome 32
plants_mit	MT076299.1	Ombrophytum subterraneum chromosome 33
plants_mit	MT076303.1	Ombrophytum subterraneum chromosome 37
plants_mit	MT076305.1	Ombrophytum subterraneum chromosome 39
plants_mit	MT076306.1	Ombrophytum subterraneum chromosome 40
plants_mit	MT076309.1	Ombrophytum subterraneum chromosome 43
plants_mit	MT076310.1	Ombrophytum subterraneum chromosome 44
plants_mit	MT076313.1	Ombrophytum subterraneum chromosome 47
plants_mit	MT076316.1	Ombrophytum subterraneum chromosome 50
plants_mit	MT076317.1	Ombrophytum subterraneum chromosome 51
plants_mit	MT076319.1	Ombrophytum subterraneum chromosome 53
plants_mit	MT076320.1	Ombrophytum subterraneum chromosome 54
plants_mit	MT985331.1	Lilium davidii var. unicolor
plants_mit	MT985332.1	Lilium davidii var. unicolor
plants_mit	MT985333.1	Lilium davidii var. unicolor
plants_mit	MT985334.1	Lilium davidii var. unicolor
plants_mit	MT985335.1	Lilium davidii var. unicolor
plants_mit	MT985336.1	Lilium davidii var. unicolor
plants_mit	MT985337.1	Lilium davidii var. unicolor
plants_mit	MT985338.1	Lilium davidii var. unicolor
plants_mit	MT985339.1	Lilium davidii var. unicolor
plants_mit	MT985340.1	Lilium davidii var. unicolor
plants_mit	MT985341.1	Lilium davidii var. unicolor
plants_mit	MT985342.1	Lilium davidii var. unicolor
plants_mit	MT985343.1	Lilium davidii var. unicolor
plants_mit	MT985344.1	Lilium davidii var. unicolor
plants_mit	MT985345.1	Lilium davidii var. unicolor
plants_mit	MT985346.1	Lilium davidii var. unicolor
plants_mit	MT985347.1	Lilium pumilum
plants_mit	MT985348.1	Lilium pumilum
plants_mit	MT985349.1	Lilium pumilum
plants_mit	MT985350.1	Lilium pumilum
plants_mit	MT985351.1	Lilium pumilum
plants_mit	MT985352.1	Lilium pumilum
plants_mit	MT985353.1	Lilium pumilum
plants_mit	MT985354.1	Lilium pumilum
plants_mit	MT985355.1	Lilium pumilum
plants_mit	MT985356.1	Lilium pumilum
plants_mit	MT985357.1	Lilium pumilum
plants_mit	MT985358.1	Lilium pumilum
plants_mit	MT985359.1	Lilium pumilum
plants_mit	MT985360.1	Lilium pumilum
plants_mit	MT985361.1	Lilium pumilum
plants_mit	MT985362.1	Lilium pumilum
plants_mit	MT985363.1	Lilium pumilum
plants_mit	MW539686.1	Dendropanax morbifer
plants_mit	MW566588.1	Populus rotundifolia var. duclouxiana
plants_mit	MZ269407.1	Rhopalocnemis phalloides chromosome 16
plants_mit	MZ269409.1	Rhopalocnemis phalloides chromosome 18
plants_mit	MZ476259.1	Sonneratia caseolaris
plants_mit	MZ476260.1	Sonneratia apetala
plants_mit	MZ826159.1	Panax notoginseng
plants_mit	NC_016004.1	Cucumis sativus chromosome 2
plants_mit	NC_016006.1	Cucumis sativus chromosome 3
plants_mit	NC_022796.1	Asclepias syriaca
plants_mit	NC_030952.1	Psilotum nudum chromosome 1
plants_mit	NC_062588.1	Potentilla micrantha
